voc_id,masked_title,masked_content,large_category,middle_category,small_code,small_category,label_confirmed_yn,masking_review_yn,is_synthetic
VOC06683,앱 화면이 멈춥니다,앱을 실행하면 [에러코드] 오류가 표시되고 바로 종료됩니다. 이전에 정상적으로 이용한 적이 있습니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC09005,기존 전화번호 변경 문의,기존 번호 [기존전화번호]에서 새 번호 [변경전화번호]로 변경하고 싶습니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC02886,비밀번호 찾기 인증 오류,비밀번호 변경 절차와 조건을 안내해주세요. 앱에서 확인이 어려워 문의드립니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC09137,회원정보의 전화번호가 다릅니다 앱에서 확인이 어려워 문의드립니다.,등록된 연락처가 실제 사용하는 번호와 달라 수정 요청드립니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC08196,앱의 계약 내용이 맞지 않아요 앱에서 확인이 어려워 문의드립니다.,계약 기간과 보험료 정보가 가입 당시 안내와 다르게 표시됩니다. 처리 방법을 안내해주세요.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC09711,운전점수와 포인트 관계 빠른 확인 요청드립니다.,포인트 지급 대상과 제외 조건을 자세히 안내해주세요.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC06899,앱이 계속 종료됩니다,앱을 열면 흰 화면만 보이고 아무 기능도 사용할 수 없습니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC05668,서비스 계정을 삭제하고 싶어요,계정과 저장된 개인정보를 삭제하는 절차를 알려주세요.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC08049,증권 정보 수정 문의,갱신한 계약이 앱에서 이전 계약으로 보입니다. 앱에서 확인이 어려워 문의드립니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC04323,보험료 할인이 반영됐나요,갱신 계약에 주행분석 할인 혜택이 반영되는지 문의드립니다.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC02816,비밀번호 변경이 되지 않습니다,새 비밀번호를 입력했지만 변경이 완료정상적으로 처리되지 않습니다. 빠른 확인 요청드립니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC05826,서비스 계정을 삭제하고 싶어요,회원 탈퇴 시 남은 포인트와 주행기록이 어떻게 처리되는지 궁금합니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC08079,계약정보가 다르게 표시됩니다,보험 계약 정보 중 일부 항목이 잘못되어 수정 요청드립니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC05241,앱 차량정보 수정 문의 앱에서 확인이 어려워 문의드립니다.,차량번호 변경 후 주행 서비스 연결 방법을 문의드립니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC03606,주행기록이 보이지 않습니다 처리 방법을 안내해주세요.,[날짜]에 [출발지]-[도착지] 구간을 운전했는데 앱에서 기록이 보이지 않습니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC09296,기존 전화번호 변경 문의,기존 번호 [전화번호]에서 새 번호 [새전화번호]로 변경하고 싶습니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC09519,어떤 주행이 포인트 대상인가요 빠른 확인 요청드립니다.,짧은 거리 주행도 포인트 적립 대상인지 문의합니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC04025,보험료 할인이 반영됐나요,증권번호 [계약번호] 계약에 안전운전 할인이 적용됐는지 확인하고 싶습니다.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC01516,포인트를 사용할 수 있는 곳,포인트 사용 가능한 서비스와 제한 조건이 궁금합니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC00300,주행 포인트가 적립되지 않았습니다,주행 조건을 충족한 것으로 보이는데 포인트가 0으로 표시됩니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC01530,보유 포인트 사용 방법,앱에 [금액] 포인트가 있는데 사용 가능한 항목을 확인하고 싶습니다. 빠른 확인 요청드립니다. 필요한 확인 항목이 있다면 안내 부탁드립니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC09792,어떤 주행이 포인트 대상인가요 확인 부탁드립니다.,짧은 거리 주행도 포인트 적립 대상인지 문의드립니다. 관련 기준도 함께 알려주세요.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC03945,주행 데이터가 반영되지 않았어요,운전을 완료했지만 최근 주행 목록에 추가되지 않았습니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC08438,보험 계약자 정보 오류,계약 기간과 보험료 정보가 가입 당시 안내와 다르게 표시됩니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC02741,비밀번호를 재설정하고 싶습니다,본인 인증 후 비밀번호 재설정 화면으로 이동하지 않습니다. 앱에서 확인이 어려워 문의드립니다. 현재 화면에서 직접 수정할 수 없습니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC08186,앱의 계약 내용이 맞지 않아요 관련 기준도 함께 알려주세요.,증권번호 [증권번호]의 차량정보가 현재 차량과 일치하지 않습니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC00581,운전했는데 포인트가 안 들어왔어요,운전 기록은 정상적으로 보이지만 포인트가 들어오지 않았습니다. 이전에 정상적으로 이용한 적이 있습니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC08889,등록 연락처 수정 요청,기존 번호 [전화번호]에서 새 번호 [새전화번호]로 변경하고 싶습니다. 앱에서 확인이 어려워 문의드립니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC07012,앱이 계속 종료됩니다,특정 메뉴에 들어가면 화면이 멈추는 현상이 반복됩니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC00252,주행 포인트 미적립 문의 빠른 확인 요청드립니다.,주행 조건을 충족한 것으로 보이는데 포인트가 0으로 표시됩니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC01459,보유 포인트 사용 방법,보험료 결제 외에도 포인트를 사용할 수 있는 곳이 있나요? 관련 기준도 함께 알려주세요.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC04502,보험료 할인이 반영됐나요 빠른 확인 요청드립니다.,증권번호 [계약번호] 계약에 안전운전 할인이 적용됐는지 확인하고 싶습니다.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC04725,등록 차량 변경 요청,기존 차량 [차량번호]에서 새 차량 [변경차량번호]로 변경했습니다. 동일 현상이 반복되고 있습니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC03413,주행기록이 보이지 않습니다,차량은 정상적으로 운행했는데 주행 데이터가 수집되지 않은 것 같습니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC03139,비밀번호가 기억나지 않아요,본인 인증 후 비밀번호 재설정 화면으로 이동하지 않습니다. 빠른 확인 요청드립니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC08976,새 번호로 인증받고 싶어요 확인 부탁드립니다.,번호 변경 후 로그인 인증 문자가 이전 번호로 발송됩니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC07032,앱 화면이 멈춥니다,앱을 열면 흰 화면만 보이고 아무 기능도 사용할 수 없습니다. 빠른 확인 요청드립니다. 동일 현상이 반복되고 있습니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC04530,주행점수 할인 확인 요청 관련 기준도 함께 알려주세요.,갱신 계약에 주행분석 할인 혜택이 반영되는지 문의드립니다. 필요한 확인 항목이 있다면 안내 부탁드립니다.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC05877,가입 정보 삭제 요청,더 이상 서비스를 이용하지 않아 회원 탈퇴를 진행하고 싶습니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC05780,앱 회원 탈퇴 방법 문의,앱에서 탈퇴 메뉴를 찾을 수 없어 문의드립니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC05521,서비스 계정을 삭제하고 싶어요 확인 부탁드립니다.,계정과 저장된 개인정보를 삭제하는 절차를 알려주세요.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC01950,포인트를 사용할 수 있는 곳,적립된 포인트의 사용처와 사용 절차를 안내 부탁드립니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC09971,어떤 주행이 포인트 대상인가요 처리 방법을 안내해주세요.,짧은 거리 주행도 포인트 적립 대상인지 문의합니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC09169,새 번호로 인증받고 싶어요,번호 변경 후 로그인 인증 문자가 이전 번호로 발송됩니다. 앱에서 확인이 어려워 문의드립니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC08365,증권 정보 수정 문의 처리 방법을 안내해주세요.,갱신한 계약이 앱에서 이전 계약으로 보입니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC03847,주행기록이 보이지 않습니다,주행 종료 후에도 거리와 시간이 0으로 표시됩니다. 관련 기준도 함께 알려주세요.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC03858,최근 주행기록 누락 문의 빠른 확인 요청드립니다.,해당 시간대의 운전 내역이 누락되어 확인 요청드립니다. 앱에서 확인이 어려워 문의드립니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC06841,업데이트 후 앱이 열리지 않아요 앱에서 확인이 어려워 문의드립니다.,특정 메뉴에 들어가면 화면이 멈추는 현상이 반복됩니다. 필요한 확인 항목이 있다면 안내 부탁드립니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC05240,차량을 변경했습니다 관련 기준도 함께 알려주세요.,기존 차량 [기존차량번호]에서 새 차량 [새차량번호]로 변경했습니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC01913,포인트 사용처가 궁금합니다,앱에 [포인트수량] 포인트가 있는데 사용 가능한 항목을 확인하고 싶습니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC05565,앱 회원 탈퇴 방법 문의 처리 방법을 안내해주세요.,앱에서 탈퇴 메뉴를 찾을 수 없어 문의드립니다. 관련 기준도 함께 알려주세요. 현재 화면에서 직접 수정할 수 없습니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC06085,잘못 차감된 포인트 문의,사용한 적이 없는데 [금액] 포인트가 차감된 것으로 표시됩니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC04870,등록 차량 변경 요청,기존 차량을 삭제하고 새 차량을 등록하는 방법을 알려주세요. 빠른 확인 요청드립니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC02618,로그인 화면에서 넘어가지 않아요 앱에서 확인이 어려워 문의드립니다.,로그인 버튼을 눌러도 화면이 그대로입니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC09673,어떤 주행이 포인트 대상인가요,주행거리와 운전점수에 따라 포인트가 어떻게 산정되는지 알고 싶습니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC09754,포인트 지급 조건 안내 요청,포인트 지급 대상과 제외 조건을 자세히 안내해주세요. 동일 현상이 반복되고 있습니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC09637,포인트 지급 조건 안내 요청,짧은 거리 주행도 포인트 적립 대상인지 문의드립니다. 앱에서 확인이 어려워 문의드립니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC02754,새 비밀번호 등록 문의 처리 방법을 안내해주세요.,비밀번호가 기억나지 않아 재설정하려고 합니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC00925,운전 후 포인트 반영 시간 문의 앱에서 확인이 어려워 문의드립니다.,주행 후 몇 시간이 지났는데 아직 적립 대기 상태입니다. 관련 기준도 함께 알려주세요.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC00508,주행 후 포인트가 없습니다,[주행일]에 주행을 완료했는데 포인트가 아직 적립되지 않았습니다. 빠른 확인 요청드립니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC08756,기존 전화번호 변경 문의,등록된 연락처가 실제 사용하는 번호와 달라 수정 요청드립니다. 빠른 확인 요청드립니다. 동일 현상이 반복되고 있습니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC00475,주행 후 포인트가 없습니다 관련 기준도 함께 알려주세요.,[출발지]에서 [도착지]까지 구간을 운전했는데 적립 내역이 확인되지 않습니다. 현재 화면에서 직접 수정할 수 없습니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC06713,앱 실행 중 오류가 발생합니다,재설치 후에도 동일하게 앱이 강제 종료됩니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC01246,운전 후 포인트 반영 시간 문의,[접수시간]에 주행을 종료했습니다. 포인트 반영 예정 시간을 알고 싶습니다.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC07988,사고 처리 진행 상황 문의,제출한 서류가 정상적으로 접수됐는지 알고 싶습니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC07283,앱이 계속 종료됩니다,앱을 열면 흰 화면만 보이고 아무 기능도 사용할 수 없습니다. 앱에서 확인이 어려워 문의드립니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC04372,보험료 할인 혜택이 궁금합니다,안전운전 점수와 보험료 할인 적용 기준을 안내해주세요.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC05858,앱 회원 탈퇴 방법 문의,더 이상 서비스를 이용하지 않아 회원 탈퇴를 진행하고 싶습니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC08309,계약정보가 다르게 표시됩니다,앱에 표시된 계약자명이 [계약자명]으로 되어 있는데 실제 정보와 다릅니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC08728,새 번호로 인증받고 싶어요,새 번호로 본인 인증을 진행하는 방법을 알려주세요. 앱을 다시 실행해도 같은 상태입니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC03912,주행 데이터가 반영되지 않았어요,주행 종료 후에도 거리와 시간이 0으로 표시됩니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC00565,주행 포인트 미적립 문의,[출발지]-[도착지] 구간을 운전했는데 적립 내역이 확인되지 않습니다. 필요한 확인 항목이 있다면 안내 부탁드립니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC03878,최근 주행기록 누락 문의,차량은 정상적으로 운행했는데 주행 데이터가 수집되지 않은 것 같습니다. 앱을 다시 실행해도 같은 상태입니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC03939,운전한 내역이 앱에 없습니다,해당 시간대의 운전 내역이 누락되어 확인 요청드립니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC05932,서비스 계정을 삭제하고 싶어요 앱에서 확인이 어려워 문의드립니다.,더 이상 서비스를 이용하지 않아 회원 탈퇴를 진행하고 싶습니다. 빠른 확인 요청드립니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC01733,적립 포인트는 어디서 쓰나요,포인트 사용 가능한 서비스와 제한 조건이 궁금합니다. 필요한 확인 항목이 있다면 안내 부탁드립니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC08708,기존 전화번호 변경 문의,등록된 연락처가 실제 사용하는 번호와 달라 수정 요청드립니다. 앱에서 확인이 어려워 문의드립니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC00840,포인트 반영이 늦어지고 있습니다,방금 운전한 기록은 보이는데 포인트는 처리 중으로 표시됩니다.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC02097,아이디 입력 후 접속 오류 처리 방법을 안내해주세요.,아이디와 비밀번호를 입력해도 로그인 오류가 발생합니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC02619,아이디 입력 후 접속 오류,[에러코드] 메시지가 표시되면서 앱에 접속할 수 없습니다. 이전에 정상적으로 이용한 적이 있습니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC04640,계약 할인 적용 상태 문의 관련 기준도 함께 알려주세요.,갱신 계약에 주행분석 할인 혜택이 반영되는지 문의합니다. 현재 화면에서 직접 수정할 수 없습니다.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC04002,주행 데이터가 반영되지 않았어요,해당 시간대의 운전 내역이 누락되어 확인 요청드립니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC05613,서비스 계정을 삭제하고 싶어요 확인 부탁드립니다.,회원 탈퇴 시 남은 포인트와 주행기록이 어떻게 처리되는지 궁금합니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC01019,포인트 반영이 늦어지고 있습니다,"포인트가 바로 들어오는지, 일정 시간이 필요한지 문의드립니다.",포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC02901,비밀번호가 기억나지 않아요,새 비밀번호를 입력했지만 변경이 완료되지 않습니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC01073,포인트가 아직 처리되지 않았어요,오늘 주행을 마쳤는데 포인트가 아직 반영되지 않았습니다. 보통 얼마나 걸리나요? 현재 화면에서 직접 수정할 수 없습니다.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC07082,앱이 계속 종료됩니다,앱을 실행하면 [에러코드] 오류가 표시되고 바로 종료됩니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC05397,회원 탈퇴를 요청합니다,본인 인증 후 탈퇴가 완료되지 않아 확인 부탁드립니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC06661,사용하지 않은 포인트가 차감됐어요,포인트 내역에 알 수 없는 차감 기록이 있습니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC08567,증권 정보 수정 문의,증권번호 [증권번호]의 차량정보가 현재 차량과 일치하지 않습니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC09748,포인트 지급 조건 안내 요청,짧은 거리 주행도 포인트 적립 대상인지 문의드립니다. 관련 기준도 함께 알려주세요.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC08494,계약정보가 다르게 표시됩니다 확인 부탁드립니다.,계약 기간과 보험료 정보가 가입 당시 안내와 다르게 표시됩니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC02943,비밀번호 찾기 인증 오류,본인 인증 후 비밀번호 재설정 화면으로 이동하지 않습니다. 확인 부탁드립니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC06254,잘못 차감된 포인트 문의,포인트 사용 이력과 실제 잔액이 맞지 않습니다. 관련 기준도 함께 알려주세요.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC00237,주행 포인트 미적립 문의,운전 기록은 정상적으로 보이지만 포인트가 들어오지 않았습니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC02608,앱 로그인이 되지 않습니다,[오류코드] 메시지가 표시되면서 앱에 접속할 수 없습니다. 현재 화면에서 직접 수정할 수 없습니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC03412,주행 데이터가 반영되지 않았어요,[주행일]에 [출발지]에서 [도착지]까지 구간을 운전했는데 앱에서 기록이 보이지 않습니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC02257,로그인 화면에서 넘어가지 않아요 확인 부탁드립니다.,아이디와 비밀번호를 입력해도 로그인 오류가 발생합니다. 확인 부탁드립니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC06382,포인트가 갑자기 줄었습니다,사용한 적이 없는데 [금액] 포인트가 차감된 것으로 표시됩니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC06797,업데이트 후 앱이 열리지 않아요 빠른 확인 요청드립니다.,업데이트 이후 첫 화면에서 멈추고 다음으로 넘어가지 않습니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC03793,주행기록이 보이지 않습니다,해당 시간대의 운전 내역이 누락되어 확인 요청드립니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC08622,계약정보가 다르게 표시됩니다 앱에서 확인이 어려워 문의드립니다.,보험 계약 정보 중 일부 항목이 잘못되어 수정 요청드립니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC07809,보상 처리 단계 문의,사건번호 [사고접수번호]와 관련해 현재 처리 단계를 확인하고 싶습니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC00071,주행 후 포인트가 없습니다,지난 주행 건에 대한 포인트를 받지 못했습니다. 확인 부탁드립니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC00385,주행 후 포인트가 없습니다,[주행구간] 구간을 운전했는데 적립 내역이 확인되지 않습니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC00516,주행 포인트가 적립되지 않았습니다,지난 주행 건에 대한 포인트를 받지 못했습니다. 확인 부탁드립니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC08262,계약 차량 정보 불일치 관련 기준도 함께 알려주세요.,앱에 표시된 계약자명이 [이름]으로 되어 있는데 실제 정보와 다릅니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC08138,보험 계약자 정보 오류,보험 계약 정보 중 일부 항목이 잘못되어 수정 요청드립니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC01235,포인트 반영이 늦어지고 있습니다 확인 부탁드립니다.,오늘 주행을 마쳤는데 포인트가 아직 반영되지 않았습니다. 보통 얼마나 걸리나요? 앱에서 확인이 어려워 문의드립니다. 앱을 다시 실행해도 같은 상태입니다.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC00685,포인트 적립 처리 중 문의,오늘 주행을 마쳤는데 포인트가 아직 반영되지 않았습니다. 보통 얼마나 걸리나요?,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC09776,어떤 주행이 포인트 대상인가요,짧은 거리 주행도 포인트 적립 대상인지 문의드립니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC03914,최근 주행기록 누락 문의,[접수일]에 [출발지]-[도착지] 구간을 운전했는데 앱에서 기록이 보이지 않습니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC03403,주행 데이터가 반영되지 않았어요,[날짜]에 [주행구간] 구간을 운전했는데 앱에서 기록이 보이지 않습니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC04696,차량을 변경했습니다,기존 차량 [차량번호]에서 새 차량 [변경차량번호]로 변경했습니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC02215,앱 로그인이 되지 않습니다,아이디와 비밀번호를 입력해도 로그인 오류가 발생합니다. 이전에 정상적으로 이용한 적이 있습니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC00461,주행 포인트 미적립 문의,[출발지]-[도착지] 구간을 운전했는데 적립 내역이 확인되지 않습니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC06700,앱 화면이 멈춥니다,앱을 실행하면 [에러코드] 오류가 표시되고 바로 종료됩니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC05210,차량을 변경했습니다,차량을 교체해서 앱의 등록 정보를 수정하고 싶습니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC03292,비밀번호 찾기 인증 오류 확인 부탁드립니다.,비밀번호 찾기 과정에서 [전화번호]로 인증번호가 오지 않습니다. 앱에서 확인이 어려워 문의드립니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC09697,포인트 적립 기준이 궁금합니다,급가속이나 급감속 기록이 포인트 적립에 영향을 주나요? 확인 부탁드립니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC03594,주행 데이터가 반영되지 않았어요 관련 기준도 함께 알려주세요.,차량은 정상적으로 운행했는데 주행 데이터가 수집되지 않은 것 같습니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC00507,주행 포인트 미적립 문의 확인 부탁드립니다.,[출발지]-[도착지] 구간을 운전했는데 적립 내역이 확인안 됩니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC09215,회원정보의 전화번호가 다릅니다,번호 변경 후 로그인 인증 문자가 이전 번호로 발송됩니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC00079,포인트가 누락된 것 같습니다,운전 기록은 정상적으로 보이지만 포인트가 들어오지 않았습니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC01559,포인트를 사용할 수 있는 곳,앱에 [포인트수량] 포인트가 있는데 사용 가능한 항목을 확인하고 싶습니다. 이전에 정상적으로 이용한 적이 있습니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC09872,포인트 적립 기준이 궁금합니다,포인트 지급 대상과 제외 조건을 자세히 안내해주세요. 확인 부탁드립니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC07964,사고 접수 후 연락이 없습니다,제출한 서류가 정상적으로 접수됐는지 알고 싶습니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC01924,포인트 사용처가 궁금합니다,앱에 [금액] 포인트가 있는데 사용 가능한 항목을 확인하고 싶습니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC04173,보험료 할인 혜택이 궁금합니다 확인 부탁드립니다.,갱신 계약에 주행분석 할인 혜택이 반영되는지 문의드립니다. 처리 방법을 안내해주세요.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC09767,어떤 주행이 포인트 대상인가요,급가속이나 급감속 기록이 포인트 적립에 영향을 주나요? 앱을 다시 실행해도 같은 상태입니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC02613,앱 로그인이 되지 않습니다,[오류코드] 메시지가 표시되면서 앱에 접속할 수 없습니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC06020,잘못 차감된 포인트 문의,포인트 사용 이력과 실제 잔액이 맞지 않습니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC09002,새 번호로 인증받고 싶어요 확인 부탁드립니다.,번호 변경 후 로그인 인증 문자가 이전 번호로 발송됩니다. 동일 현상이 반복되고 있습니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC05639,더 이상 서비스를 이용하지 않습니다 확인 부탁드립니다.,회원 탈퇴 시 남은 포인트와 주행기록이 어떻게 처리되는지 궁금합니다. 이전에 정상적으로 이용한 적이 있습니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC05617,회원 탈퇴를 요청합니다 처리 방법을 안내해주세요.,회원 탈퇴 시 남은 포인트와 주행기록이 어떻게 처리되는지 궁금합니다. 동일 현상이 반복되고 있습니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC05202,새 차량으로 바꾸고 싶어요,보험 계약 차량은 변경됐는데 앱에는 이전 차량이 표시됩니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC00190,운전했는데 포인트가 안 들어왔어요,주행 조건을 충족한 것으로 보이는데 포인트가 0으로 표시됩니다. 앱에서 확인이 어려워 문의드립니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC06803,서비스 실행 불가 문의,업데이트 이후 첫 화면에서 멈추고 다음으로 넘어가지 않습니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
